ID,postText,question,answer,creation_time,prior,positive_feedback,negative_feedback,posterior,normalized_question,source,timestamp
41.0,"EYES HERE ALL FIRST-YEAR STUDENTS. Subject: First-Year Orientation (August 29, 2024). We kindly request you to open and complete the Parent and Student Orientation Feedback Form to share your thoughts and experiences from the orientation held on August 29, 2024. Your feedback is valuable to us. Thank you for your participation. [Google Forms Link]https://docs.google.com/forms/d/e/1FAIpQLSfhbbCDS3D2Qgp_Yun3w8vOMPAWqZuWghYFVzGDI_oC3AZhrw/viewform.",where can i find the feedback form?,You can find the feedback form through the Google Forms link provided in the post.,05/09/2024,0.0002239140170174,0,0,0.01,where can i find the feedback form?,FAQ,
42.0,"EYES HERE ALL FIRST-YEAR STUDENTS. Subject: First-Year Orientation (August 29, 2024). We kindly request you to open and complete the Parent and Student Orientation Feedback Form to share your thoughts and experiences from the orientation held on August 29, 2024. Your feedback is valuable to us. Thank you for your participation. [Google Forms Link]https://docs.google.com/forms/d/e/1FAIpQLSfhbbCDS3D2Qgp_Yun3w8vOMPAWqZuWghYFVzGDI_oC3AZhrw/viewform.",why do i need to complete the form?,The form helps the school gather feedback to improve future orientations. Your input is highly valuable.,05/09/2024,0.0002239140170174,0,0,0.01,why do i need to complete the form?,FAQ,
43.0,"EYES HERE ALL FIRST-YEAR STUDENTS. Subject: First-Year Orientation (August 29, 2024). We kindly request you to open and complete the Parent and Student Orientation Feedback Form to share your thoughts and experiences from the orientation held on August 29, 2024. Your feedback is valuable to us. Thank you for your participation. [Google Forms Link]https://docs.google.com/forms/d/e/1FAIpQLSfhbbCDS3D2Qgp_Yun3w8vOMPAWqZuWghYFVzGDI_oC3AZhrw/viewform.",what is the feedback form for?,"The feedback form is for collecting your thoughts and experiences from the First-Year Orientation held on August 29, 2024. Please fill it out to help improve future events!",05/09/2024,0.0002239140170174,0,0,0.01,what is the feedback form for?,FAQ,
44.0,"EYES HERE ALL FIRST-YEAR STUDENTS. Subject: First-Year Orientation (August 29, 2024). We kindly request you to open and complete the Parent and Student Orientation Feedback Form to share your thoughts and experiences from the orientation held on August 29, 2024. Your feedback is valuable to us. Thank you for your participation. [Google Forms Link]https://docs.google.com/forms/d/e/1FAIpQLSfhbbCDS3D2Qgp_Yun3w8vOMPAWqZuWghYFVzGDI_oC3AZhrw/viewform.",is the feedback form mandatory?,"While it's not mandatory, your feedback is highly appreciated and will help improve future orientations for incoming students.",05/09/2024,0.0002239140170174,0,0,0.01,is the feedback form mandatory?,FAQ,
45.0,"""Please be informed that the following subjects still have no instructor assigned: INSTRUCTOR 1: ITEC 101, ITEP 203. INSTRUCTOR 2: ITST 302, ITEP 308. INSTRUCTOR 4: GEC SOSLIT. For ITEP 101, it's still in process. Please assume that your class will begin next week. Additionally, Ms. Roca, your GEC 107 instructor, will be replaced. Please wait for further announcements regarding this matter.",sino ang papalit kay ms. roca bilang instructor ng gec 107?,"Wala pang ibinigay na detalye tungkol sa kapalit ni Ms. Roca, kaya't maghintay para sa karagdagang anunsyo.",05/09/2024,0.0002239140170174,0,0,0.01,sino ang papalit kay ms. roca bilang instructor ng gec 107?,FAQ,
46.0,"""Please be informed that the following subjects still have no instructor assigned: INSTRUCTOR 1: ITEC 101, ITEP 203. INSTRUCTOR 2: ITST 302, ITEP 308. INSTRUCTOR 4: GEC SOSLIT. For ITEP 101, it's still in process. Please assume that your class will begin next week. Additionally, Ms. Roca, your GEC 107 instructor, will be replaced. Please wait for further announcements regarding this matter.",which subjects still don't have an instructor assigned?,"The subjects without an instructor assigned are ITEC 101, ITEP 203, ITST 302, ITEP 308, and GEC SOSLIT.",05/09/2024,0.0002239140170174,0,0,0.01,which subjects still don't have an instructor assigned?,FAQ,
47.0,"""Please be informed that the following subjects still have no instructor assigned: INSTRUCTOR 1: ITEC 101, ITEP 203. INSTRUCTOR 2: ITST 302, ITEP 308. INSTRUCTOR 4: GEC SOSLIT. For ITEP 101, it's still in process. Please assume that your class will begin next week. Additionally, Ms. Roca, your GEC 107 instructor, will be replaced. Please wait for further announcements regarding this matter.",when will the classes for itep 101 start?,"The class for ITEP 101 is still in process, but you can assume that it will begin next week.",05/09/2024,0.0002239140170174,0,0,0.01,when will the classes for itep 101 start?,FAQ,
48.0,Attention all 1st year students: We would like to inform you that the medical certificates for NSTP 1 (CWTS/ROTC) will be released by the office. Please wait for further announcements regarding the exact date and time of release.,when will the medical certificates for nstp 1 be released?,The medical certificates for NSTP 1 will be released soon by the office. Please wait for further announcements regarding the date and time.,04/09/2024,0.0002239140170174,0,0,0.01,when will the medical certificates for nstp 1 be released?,FAQ,
49.0,We will transition to online classes at 12:00 PM. Please coordinate with your instructors. Stay safe,when will the transition to online classes happen?,The transition to online classes will begin at 12:00 PM.,04/09/2024,0.0002239140170174,0,0,0.01,when will the transition to online classes happen?,FAQ,
50.0,Attention all 1st year students: We would like to inform you that the medical certificates for NSTP 1 (CWTS/ROTC) will be released by the office. Please wait for further announcements regarding the exact date and time of release.,how will we know when the medical certificates are ready?,The office will make an announcement regarding the exact date and time of the release of NSTP 1 medical certificates.,04/09/2024,0.0002239140170174,0,0,0.01,how will we know when the medical certificates are ready?,FAQ,
51.0,We will transition to online classes at 12:00 PM. Please coordinate with your instructors. Stay safe,how can we coordinate the online classes?,Please coordinate with your instructors regarding the details of the online classes.,04/09/2024,0.0002239140170174,0,0,0.01,how can we coordinate the online classes?,FAQ,
52.0,We will transition to online classes at 12:00 PM. Please coordinate with your instructors. Stay safe,ano ang gagawin paglipat sa online classes?,Mag-coordinate sa inyong mga instructors para malaman ang mga detalye ng online classes.,04/09/2024,0.0002239140170174,0,0,0.01,ano ang gagawin paglipat sa online classes?,FAQ,
53.0,Attention all 1st year students: We would like to inform you that the medical certificates for NSTP 1 (CWTS/ROTC) will be released by the office. Please wait for further announcements regarding the exact date and time of release.,kailan mailalabas ang mga medical certificates ng nstp 1?,Maghihintay muna ng karagdagang anunsyo mula sa opisina tungkol sa eksaktong petsa at oras ng paglabas.,04/09/2024,0.0002239140170174,0,0,0.01,kailan mailalabas ang mga medical certificates ng nstp 1?,FAQ,
54.0,"Let's all welcome our new instructor, Mr. John Raven Ramos. He is your instructor for the following subjects: GEC 101, GEC 102, and GEC 103.",sino ang bagong instructor ng gec subjects?,"Ang bagong instructor para sa GEC 101, GEC 102, at GEC 103 ay si Mr. John Raven Ramos.",30/08/2024,0.0002239140170174,0,0,0.01,sino ang bagong instructor ng gec subjects?,FAQ,
55.0,"Please be informed that the following subjects currently have no instructor assigned: INSTRUCTOR 1: ITEP 101, ITEC 101, ITEP 203. INSTRUCTOR 2: ITST 302, ITEP 308. INSTRUCTOR 4: GEC SOSLIT.",which subjects don't have an instructor assigned yet?,"The subjects without instructors are ITEP 101, ITEC 101, ITEP 203, ITST 302, ITEP 308, and GEC SOSLIT.",30/08/2024,0.0002239140170174,0,0,0.01,which subjects don't have an instructor assigned yet?,FAQ,
56.0,"Please be informed that the following subjects currently have no instructor assigned: INSTRUCTOR 1: ITEP 101, ITEC 101, ITEP 203. INSTRUCTOR 2: ITST 302, ITEP 308. INSTRUCTOR 4: GEC SOSLIT.",when will the instructor for gec soslit be assigned?,No specific date is mentioned for when the GEC SOSLIT instructor will be assigned. Please wait for further updates.,30/08/2024,0.0002239140170174,0,0,0.01,when will the instructor for gec soslit be assigned?,FAQ,
57.0,"Please be informed that the following subjects currently have no instructor assigned: INSTRUCTOR 1: ITEP 101, ITEC 101, ITEP 203. INSTRUCTOR 2: ITST 302, ITEP 308. INSTRUCTOR 4: GEC SOSLIT.",aling mga subjects ang wala pang instructor?,"Ang mga subjects na walang instructor ay ITEP 101, ITEC 101, ITEP 203, ITST 302, ITEP 308, at GEC SOSLIT.",30/08/2024,0.0002239140170174,0,0,0.01,aling mga subjects ang wala pang instructor?,FAQ,
58.0,"Let's all welcome our new instructor, Mr. John Raven Ramos. He is your instructor for the following subjects: GEC 101, GEC 102, and GEC 103.",who is the new instructor for gec subjects?,"The new instructor for GEC 101, GEC 102, and GEC 103 is Mr. John Raven Ramos.",30/08/2024,0.0002239140170174,0,0,0.01,who is the new instructor for gec subjects?,FAQ,
59.0,"Let's all welcome our new instructor, Mr. John Raven Ramos. He is your instructor for the following subjects: GEC 101, GEC 102, and GEC 103.",what subjects will mr. john raven ramos teach?,"Mr. John Raven Ramos will teach GEC 101, GEC 102, and GEC 103.",30/08/2024,0.0002239140170174,0,0,0.01,what subjects will mr. john raven ramos teach?,FAQ,
60.0,"ANNOUNCEMENT: BSInfo WAM 3A ITST 301 Laboratory Class will be held at CCL4, located at the 2nd floor of the Academic Building (kahanay ng College Building).",saan gaganapin ang itst 301 laboratory class para sa bsinfo wam 3a?,"Ang ITST 301 Laboratory Class para sa BSInfo WAM 3A ay gaganapin sa CCL4, 2nd floor ng Academic Building, kahanay ng College Building.",29/08/2024,0.0002239140170174,0,0,0.01,saan gaganapin ang itst 301 laboratory class para sa bsinfo wam 3a?,FAQ,
61.0,"ANNOUNCEMENT: BSInfo WAM 3A ITST 301 Laboratory Class will be held at CCL4, located at the 2nd floor of the Academic Building (kahanay ng College Building).",what is the schedule for the itst 301 laboratory class?,The announcement mentions the location of the class but does not specify the schedule.,29/08/2024,0.0002239140170174,0,0,0.01,what is the schedule for the itst 301 laboratory class?,FAQ,
62.0,"ANNOUNCEMENT: BSInfo WAM 3A ITST 301 Laboratory Class will be held at CCL4, located at the 2nd floor of the Academic Building (kahanay ng College Building).",where will the itst 301 laboratory class for bsinfo wam 3a be held?,"The ITST 301 laboratory class for BSInfo WAM 3A will be held at CCL4 on the 2nd floor of the Academic Building, next to the College Building.",29/08/2024,0.0002239140170174,0,0,0.01,where will the itst 301 laboratory class for bsinfo wam 3a be held?,FAQ,
63.0,"Your First Semester AY 2024-2025 schedule is out, complete with room assignments. If you have any questions, please don't hesitate to reach out at ccsstax@gmail.com. Thank you.",saan ko makikita ang schedule ng unang semester?,Makikita mo na ang schedule ng First Semester AY 2024-2025 kasama ang room assignments.,28/08/2024,0.0002239140170174,0,0,0.01,saan ko makikita ang schedule ng unang semester?,FAQ,
64.0,"Your First Semester AY 2024-2025 schedule is out, complete with room assignments. If you have any questions, please don't hesitate to reach out at ccsstax@gmail.com. Thank you.",how can i contact the ccs office if i have questions about my schedule?,You can reach out to the CCS office by sending an email to ccsstax@gmail.com.,28/08/2024,0.0002239140170174,0,0,0.01,how can i contact the ccs office if i have questions about my schedule?,FAQ,
65.0,"Your First Semester AY 2024-2025 schedule is out, complete with room assignments. If you have any questions, please don't hesitate to reach out at ccsstax@gmail.com. Thank you.",where can i find the schedule for the first semester ay 2024-2025?,"Your schedule for the First Semester AY 2024-2025 is already out, including room assignments. Check your portal or official announcements.",28/08/2024,0.0002239140170174,0,0,0.01,where can i find the schedule for the first semester ay 2024-2025?,FAQ,
66.0,"WAM 3B Online tayo bukas 8am tayo start. To join the video meeting click this link. Otherwise, to join by phone dial 1 4013790785 and enter this PIN 561 799 154.",when is the wam 3b online meeting scheduled?,"The WAM 3B online meeting is scheduled for tomorrow, September 21, 2024, at 8 AM.",27/08/2024,0.0002239140170174,0,0,0.01,when is the wam 3b online meeting scheduled?,FAQ,
67.0,"WAM 3B Online tayo bukas 8am tayo start. To join the video meeting click this link. Otherwise, to join by phone dial 1 4013790785 and enter this PIN 561 799 154.",how can i join the wam 3b online meeting?,You can join the WAM 3B online meeting by clicking the provided link or by dialing 1 401-379-0785 and entering PIN 561 799 154.,27/08/2024,0.0002239140170174,0,0,0.01,how can i join the wam 3b online meeting?,FAQ,
68.0,"WAM 3B Online tayo bukas 8am tayo start. To join the video meeting click this link. Otherwise, to join by phone dial 1 4013790785 and enter this PIN 561 799 154.",anong oras ang online meeting ng wam 3b?,"Ang online meeting ng WAM 3B ay nakatakdang sa bukas, Setyembre 21, 2024, sa ganap na 8 AM.",27/08/2024,0.0002239140170174,0,0,0.01,anong oras ang online meeting ng wam 3b?,FAQ,
69.0,"Good Morning! To IVA SMP enrolled in ITST 306 IT Specialization Track SMP Application. To IVA WAM and IVB WAM enrolled in ITEP 414 System Administration and Maintenance. Please take note of the following: For BSIT IVA SMP ITST 306, we will be having an online orientation TODAY at 8:15 AM. For BSIT IVA WAM ITEP 414, we will also be having our online orientation TODAY at 1:00 PM. For BSIT IVB WAM ITEP 414, we will also be having our online orientation TODAY at 3:00 PM.""",what time is the online orientation for bsit iva wam itep 414?,"The online orientation for BSIT IVA WAM ITEP 414 is today, September 20, 2024, at 1:00 PM.",21/08/2024,0.0002239140170174,0,0,0.01,what time is the online orientation for bsit iva wam itep 414?,FAQ,
70.0,"Good Morning! To IVA SMP enrolled in ITST 306 IT Specialization Track SMP Application. To IVA WAM and IVB WAM enrolled in ITEP 414 System Administration and Maintenance. Please take note of the following: For BSIT IVA SMP ITST 306, we will be having an online orientation TODAY at 8:15 AM. For BSIT IVA WAM ITEP 414, we will also be having our online orientation TODAY at 1:00 PM. For BSIT IVB WAM ITEP 414, we will also be having our online orientation TODAY at 3:00 PM.""",anong oras ang online orientation para sa bsit iva smp itst 306?,"Ang online orientation para sa BSIT IVA SMP ITST 306 ay ngayong araw, Setyembre 20, 2024, sa ganap na 8:15 AM.",21/08/2024,0.0002239140170174,0,0,0.01,anong oras ang online orientation para sa bsit iva smp itst 306?,FAQ,
